Time,Engine_Temperature,Engine_Pressure,Engine_Vibration,Fuel_Flow_Rate,Anomalous
2024-08-01 00:00:00,82.13099577576136,105495.8113819825,0.36161235672043596,1.7617502523108426,0.0
2024-08-01 01:00:00,82.99964795982612,105462.23083058449,0.4113546910215419,1.8395122767852827,0.0
2024-08-01 02:00:00,83.68699753502737,102349.30085564882,0.3501703073215717,1.8897804740323578,0.0
2024-08-01 03:00:00,77.83927883413413,101931.89413159787,0.3821151788488207,1.7653660338553019,0.0
2024-08-01 04:00:00,85.84319103847243,99116.22181844106,0.5228090892139741,2.0020982223827337,1.0
2024-08-01 05:00:00,76.79404054291629,100831.48810060527,0.3287536976687787,1.6278070386180308,0.0
2024-08-01 06:00:00,82.72641711085431,101111.80820553027,0.3189623526425078,1.8671761083378695,0.0
2024-08-01 07:00:00,86.37584539444217,100556.1898156051,0.44334095896628445,1.7444642039588922,0.0
2024-08-01 08:00:00,91.31925076441118,101812.18828738974,0.3484058433486952,1.646972989221016,0.0
2024-08-01 09:00:00,79.40739484229528,100238.02658026818,0.36262805344577986,1.8257455017281115,0.0
2024-08-01 10:00:00,90.81518890654465,100107.32897164393,0.40192583513453034,1.6547132596577747,0.0
2024-08-01 11:00:00,83.85978724800403,99214.34361064798,0.3931886631855772,1.7155550139490883,0.0
2024-08-01 12:00:00,82.71671814041866,102429.45682129977,0.3575423809623548,1.593467797891819,0.0
2024-08-01 13:00:00,89.84044413917808,107549.2296859428,0.38681143932409057,1.8978044044392681,0.0
2024-08-01 14:00:00,91.92995713296166,99968.98362518597,0.2757572173424726,1.8506796883324692,0.0
2024-08-01 15:00:00,78.09982175682674,103328.71800021481,0.34373211647313345,1.8061947503182463,0.0
2024-08-01 16:00:00,82.14594679553278,101009.94616237521,0.377585891142662,1.8853410620749593,0.0
2024-08-01 17:00:00,87.37848839510478,105258.49142497148,0.44396935239514823,1.621829411718576,0.0
2024-08-01 18:00:00,88.99114832966481,97712.52540458133,0.3679536562512365,1.7654204570997025,0.0
2024-08-01 19:00:00,80.03312180967478,103370.65013351645,0.274285480520777,1.8860059736682582,0.0
2024-08-01 20:00:00,79.57606657039811,94624.77073427991,0.3695025887409364,1.8004180824863252,0.0
2024-08-01 21:00:00,84.99406465155297,100314.78585108898,0.5711871405050353,1.635037352721105,0.0
2024-08-01 22:00:00,79.63621705015913,100199.58734000345,0.4040342165022112,1.9317946334913922,0.0
2024-08-01 23:00:00,83.45118408685633,101764.09064901374,0.35277910073028035,1.827679330892082,0.0
2024-08-02 00:00:00,90.1620594412967,99638.88172219603,0.2504940426808968,1.6906994229762653,0.0
2024-08-02 01:00:00,85.49232439580112,104159.37277963817,0.3801974501974712,2.0228352841679293,1.0
2024-08-02 02:00:00,85.6036024562743,103715.65085352412,0.40114390448700166,1.641174197796274,0.0
2024-08-02 03:00:00,73.76479876860942,99830.29532970404,0.4714227291623567,1.6141355468745164,0.0
2024-08-02 04:00:00,83.54386299731237,104480.64111988308,0.3374357346402698,1.7463040961208234,0.0
2024-08-02 05:00:00,85.0314887731662,101496.86200591586,0.42472783579049034,1.6142787297270127,0.0
2024-08-02 06:00:00,91.03137081741285,101660.75779500592,0.40094910837144093,1.769908325206919,0.0
2024-08-02 07:00:00,81.09293231546815,101152.53654471968,0.460735052867965,1.567298944648671,0.0
2024-08-02 08:00:00,90.4223530749872,102450.51616740921,0.5105738449229293,2.15396444637193,1.0
2024-08-02 09:00:00,80.9777335088189,102323.97792728737,0.2950224851230718,2.0163109986892898,0.0
2024-08-02 10:00:00,86.92395338362199,101592.86356066167,0.4478005678818446,1.9386013635441177,0.0
2024-08-02 11:00:00,84.96431415964541,102638.25539483075,0.46317619926697307,1.6324352675724232,0.0
2024-08-02 12:00:00,86.49743625114569,103128.93621031607,0.3880612872614651,1.909609839671143,0.0
2024-08-02 13:00:00,89.56370335587278,101796.85689552978,0.3639689988702026,1.8853113394562846,0.0
2024-08-02 14:00:00,84.96576906471114,102267.23560223625,0.40050266485820896,2.1059865240363336,1.0
2024-08-02 15:00:00,86.90256674507584,104528.21031941877,0.3811073436783044,2.0010433469010547,0.0
2024-08-02 16:00:00,90.15413629736068,102349.56980894586,0.42317003827877503,1.8177156648903101,0.0
2024-08-02 17:00:00,81.32124901224378,100384.03258092322,0.488932223946401,2.0313008785588593,1.0
2024-08-02 18:00:00,80.80232181341106,102390.80702421934,0.39865722533056935,1.6881856932549297,0.0
2024-08-02 19:00:00,87.32428795747107,104252.54265526835,0.3984196711897592,1.5572142854035342,0.0
2024-08-02 20:00:00,87.61799230097347,96205.27278232377,0.4380282482130322,1.5891058150119959,0.0
2024-08-02 21:00:00,86.06003267435202,106951.51555860971,0.4996120328776421,1.8048383023929815,1.0
2024-08-02 22:00:00,89.86816680000076,99977.48932076419,0.35308369791619376,1.81217327781724,0.0
2024-08-02 23:00:00,80.73109452207392,106469.64163382104,0.3799668172472253,1.7386232679858813,0.0
2024-08-03 00:00:00,85.57074679617233,102364.46975647683,0.35668186950227226,1.9720476323042444,0.0
2024-08-03 01:00:00,77.93892417325743,101321.55697700856,0.42804876995904084,1.8304872618521968,0.0
2024-08-03 02:00:00,84.46705768607224,94709.6209588971,0.32189218847449663,1.743988659522503,0.0
2024-08-03 03:00:00,79.65413912722335,97092.4462407287,0.4160828157560886,1.3621337791115828,0.0
2024-08-03 04:00:00,76.14104533306676,100932.98740849315,0.30316414490326593,1.8661254098703612,0.0
2024-08-03 05:00:00,80.64997986196462,104474.76525523004,0.4328578230370973,1.9097437456055433,1.0
2024-08-03 06:00:00,84.86469967534966,102684.38519078473,0.4065953989326759,1.810017273711387,0.0
2024-08-03 07:00:00,90.98289465012374,101771.68128744571,0.31738269798116947,2.0550838675373058,0.0
2024-08-03 08:00:00,88.57670383130854,101432.40175271597,0.4140312489998007,1.535599147230958,0.0
2024-08-03 09:00:00,87.73355748711803,96958.25323338549,0.45102143849621,1.6809060606482416,0.0
2024-08-03 10:00:00,87.84559400535353,102628.07927611594,0.3632180456968667,1.460496857852188,0.0
2024-08-03 11:00:00,83.96863542983067,99016.49477080087,0.3922346396003376,1.8932551458022775,0.0
2024-08-03 12:00:00,87.31738739602582,101555.34858345013,0.46653868712655244,1.6798802313613097,0.0
2024-08-03 13:00:00,86.24190245879925,100352.86927516806,0.37588053532845966,1.962567142923994,0.0
2024-08-03 14:00:00,80.91987924709036,103453.00656388265,0.4295573356462391,1.5575037814978792,0.0
2024-08-03 15:00:00,74.97781526660675,101656.0936419791,0.37483458662819025,1.8590291364888207,0.0
2024-08-03 16:00:00,86.02941264978324,100678.11233618254,0.3780212745565053,1.5645557494860622,0.0
